Odorant,Odor,SMILES representation,exactmw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR
2-hexenal,"fat, rancid",CCCC=CC=O,98.07316494,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.035880667672096,17.07,1.5416,30.111999999999988
isovalericacid,"sweat, acid, rancid",CC(C)CC(O)=O,102.06807956,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15477533765576,37.3,1.1171,27.090799999999987
methylfuranthiol,meat,Cc1ccoc1S,114.013935812,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.74574116137213,13.14,1.8767200000000002,30.696999999999996
(Z)-3-hexenol,grass,CC\C=C/CCO,100.088815004,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.66859231982434,20.23,1.335,31.133799999999983
methylbutanone,camphor,CCC(=O)CC,86.07316494,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.36054158545974,17.07,1.3755,25.588999999999988
heptenone,metal,CCCC=CC(C)=O,112.088815004,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.40082278206871,17.07,1.9317,34.72899999999999
methylbutyricacid,"cheese, sweat",CCC(C)C(O)=O,102.06807956,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,43.15477533765576,37.3,1.1171,27.090799999999987
hexanol,"resin, flower, green",CCCCCCO,102.104465068,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.35819535200859,20.23,1.559,31.22779999999998
heptanol,herb,CCCCCCCO,116.120115132,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.723137466405205,20.23,1.9491,35.84479999999999
dimethylthiazole,"rubber, mold",Cc1scc(C)n1,113.029920224,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02129859964818,12.89,1.7599399999999996,31.58799999999999
isoamylacetate,banana,CC(C)CCCC([O-])=O,129.09210323591,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.884659566448974,40.129999999999995,0.5626,33.695999999999984
2-methylbutylacetate,fruit,CCC(C)CCC([O-])=O,129.09210323591,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,55.884659566448974,40.129999999999995,0.5626,33.695999999999984
2-hexenol,"leaf, green, wine, fruit",CCCC=CCO,100.088815004,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.66859231982434,20.23,1.335,31.133799999999983
methional,cooked potato,CSCCC=O,104.029585876,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.11870949642838,17.07,0.9383999999999999,29.062999999999988
o-picoline,sweat,Cc1ccccn1,93.057849224,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.01599321484009,12.89,1.39002,28.973999999999993
"allylisothiocyanate,allyspol","sulfur, pungent, garlic",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
(E)-2-hexenol,"green, leaf, walnut",CCC/C=C/CO,100.088815004,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.66859231982434,20.23,1.335,31.133799999999983
o-xylene,geranium,Cc1ccccc1C,106.07825032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.16128734829018,0.0,2.30344,35.916
heptanone,soap,CCCCCC(C)=O,114.104465068,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.09042581425296,17.07,2.1557000000000004,34.822999999999986
mercaptopentanone,"sulfur, onion, meat",CCCC(=O)CS,118.04523594,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51560824886146,17.07,1.2854,33.767999999999994
styrene,"balsamic, gasoline",C=Cc1ccccc1,104.062600256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.47168431610592,0.0,2.3296,36.53300000000001
acetylfuran,balsamic,CC(=O)c1occc1,110.036779432,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.16666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.11713871241078,30.21,1.4822,28.71249999999999
methyl-2-(methylthio)acetate,"cooked potato, roasted nut",COC(=O)CSC,120.024500496,2.0,0.0,2.0,0.0,3.0,3.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.23225472593526,26.3,0.5223999999999999,30.39799999999999
propylbutyrate,"pineapple, solvent",CCCOC(=O)CCC,130.099379688,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.20397104375984,26.3,1.7397,36.157999999999994
ethylvalerate,"yeast, fruit",CCCCC(=O)OCC,130.099379688,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.20397104375984,26.3,1.7397,36.157999999999994
mercaptopentanone,roasted meat,CCCC(=O)CS,118.04523594,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51560824886146,17.07,1.2854,33.767999999999994
methyltetrahydrofuranthiol,onion,CC1(S)CCCO1,118.04523594,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,49.461800224795354,9.23,1.4427999999999999,32.57699999999999
heptanal,"fat, citrus, rancid",CCCCCCC=O,114.104465068,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.09042581425296,17.07,2.1557000000000004,34.822999999999986
4-heptenal,"biscuit, cream",CCC=CCCC=O,112.088815004,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4008227820687,17.07,1.9317,34.72899999999999
bornylmethylether,"earth, must",COC1CC2CCC1(C)C2(C)C,168.15141526,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,75.49055509424406,9.23,2.8476000000000017,50.02600000000003
dimethylpyrazine,"cocoa, roasted nut, roast beef, medicine",Cc1nccnc1C,108.06874825599999,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6005833101832,25.78,1.09344,31.505999999999986
dimethylpyrazine,"roasted nut, cocoa, roast beef",Cc1nccnc1C,108.06874825599999,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6005833101832,25.78,1.09344,31.505999999999986
ethylpyrazine,"peanut butter, wood",CCc1cnccn1,108.06874825599999,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.60058331018321,25.78,1.039,31.40999999999999
caproicacid,sweat,CCCCCC(O)=O,116.083729624,2.0,1.0,4.0,1.0,1.0,2.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51971745205236,37.3,1.6513,31.77779999999998
"2,4-hexadienal",green,CC=CC=CC=O,96.057514876,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.34627763548784,17.07,1.3176,30.017999999999986
pentanoicacid,sweat,CCCCC(O)=O,102.06807956,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.15477533765576,37.3,1.2612,27.160799999999988
dimethylpyrazine,"nut, peanut butter, cocoa, meat",Cc1nccnc1C,108.06874825599999,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.6005833101832,25.78,1.09344,31.505999999999986
4-methylhexanol,sweat,CCC(C)CCCO,116.120115132,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,51.723137466405205,20.23,1.8050000000000002,35.77479999999999
fufurylmercaptan,"coffee, roast",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1-cyclohexen-3-one,pesticide,O=C1CCCC=C1,96.057514876,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.03004951414287,17.07,1.2955999999999999,27.99799999999999
acetylpyrroline,"nut, roast",CC(=O)N1CCC=C1,111.068413908,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.78988318434624,20.310000000000002,0.7523000000000001,31.143999999999988
nonane,alkane,CCCCCCCCC,128.15650064,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.658787943002416,0.0,3.7569000000000026,43.667000000000016
methoxymethylbutanethiol,"cat, black currant",CCCC(S)COC,134.076536068,1.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.83257349272118,9.23,1.7312999999999998,39.55800000000001
ethylmercaptopropionate,sulfur,CCSOC(=O)CC,134.04015056,2.0,0.0,3.0,0.0,3.0,3.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.80620071638989,26.3,1.6077,34.51499999999999
dimethylthiazole,"roast, smoke",Cc1scc(C)n1,113.029920224,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.02129859964818,12.89,1.7599399999999996,31.58799999999999
dimethylsulfone,"sulfur, burnt",C[S](C)(=O)=O,94.008850432,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.72959152401275,34.14,-0.33919999999999995,20.767799999999994
hexanethiol,sulfur,CCCCCCS,118.08162144799999,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.71902826321431,0.0,2.4965000000000015,37.995000000000005
heptanol,mushroom,CCCCCCCO,116.120115132,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.723137466405205,20.23,1.9491,35.84479999999999
methylhexanoate,"fruit, fresh, sweet",CCCCCC(=O)OC,130.099379688,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.20397104375984,26.3,1.7397,36.157999999999994
methyldihydrofuranthiol,meat,CC1(S)CC=CO1,116.029585876,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,48.772197192611095,9.23,1.5663999999999998,32.23299999999999
methylthiazoline,garlic,C[S]1=CNCC1,103.045570288,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,40.6729753722301,12.03,0.24799999999999994,32.448699999999995
2-ethylpyridine,grass,CCc1ccccn1,107.073499288,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.2857142857142857,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3809353292367,12.89,1.644,33.614999999999995
alpha-pinene,"pine, turpentine",CC1=CCC2CC1C2(C)C,136.125200512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,63.322464718156304,0.0,2.9987000000000013,43.75200000000002
mercaptomethylpentanone,black currant,CCCC(=O)CCS,132.060886004,1.0,0.0,4.0,1.0,2.0,2.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.880550363258074,17.07,1.6755,38.385000000000005
methyl-p-xylene,plastic,Cc1ccc(C)c(C)c1,120.093900384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.526229462686786,0.0,2.611860000000001,40.65300000000001
ethyl3-hydroxybutanoate,marshmallow,CCOC(=O)CC(C)O,132.078644244,3.0,1.0,3.0,1.0,3.0,3.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,54.63326268155923,46.53,0.3204000000000001,32.930799999999984
butylisothiocyanate,"sulfur, pungent, green",CCCCN=C=S,115.045570288,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.453122218480985,12.36,1.8893,34.801
alpha-thujene,"wood, green, herb",CC(C)C12CC=C(C)C1C2,136.125200512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,63.322464718156304,0.0,2.9987000000000013,43.75200000000002
2-pentanol,green,CCCC(C)O,88.088815004,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.99325323761199,20.23,1.1673,26.58879999999999
2-hepten-1-al,green,CCCCC=CC=O,112.088815004,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4008227820687,17.07,1.9317,34.72899999999999
heptenal,"soap, fat, almond",CCCCC=CC=O,112.088815004,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4008227820687,17.07,1.9317,34.72899999999999
benzaldehyde,"almond, burnt sugar",O=Cc1ccccc1,106.041864812,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.95786733393734,17.07,1.4990999999999999,31.829499999999992
heptanol,"chemical, green",CCCCCCCO,116.120115132,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.723137466405205,20.23,1.9491,35.84479999999999
methionol,"sweet, potato",CSCCCO,106.04523594,1.0,1.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.751421148580626,20.23,0.7318,30.084799999999987
octanone,"herb, butter, resin",CCCCCCC(C)=O,128.120115132,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.45536792864957,17.07,2.5458000000000007,39.440000000000005
dimethyltrisulfide,"sulfur, fish, cabbage",CSSSC,125.963163192,0.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.27344739102119,0.0,2.2756,34.621
3-mercaptothiophene,cooked meat,Sc1cscc1,115.975442128,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.22683305331018,0.0,2.0367999999999995,31.570999999999998
ethylisohexanoate,fruit,CCOC(=O)CCC(C)C,144.115029752,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.568913158156434,26.3,1.9857,40.705000000000005
dimethylfuranthiol,meat,Cc1coc(S)c1C,128.029585876,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.110683275768736,13.14,2.1851399999999996,35.434000000000005
4-methylthio-2-butanone,fruit,CSCCC(C)=O,118.04523594,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.483651610824985,17.07,1.3285,33.67999999999999
methyldihydrothiophenone,"cabbage, onion, must",CC1CC=C[S]1=O,116.029585876,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.6,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,45.87783950327841,17.07,1.041,31.36139999999999
filbertone,"hazelnut, nut",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mercaptomethylbutanol,meat broth,CCCC(O)CS,120.060886004,1.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.148319901013714,20.23,1.0772,34.767799999999994
octenone,"mushroom, metal",CCCCC=CC(C)=O,126.104465068,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.765764896465306,17.07,2.3218000000000005,39.346000000000004
(E)-2-penten-1-ol,mushroom,CC/C=C/CO,86.07316494,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.30365020542773,20.23,0.9448999999999999,26.51679999999999
camphene,camphor,CC1(C)C2CCC(C2)C1=C,136.125200512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,63.322464718156304,0.0,2.9987000000000013,43.75200000000002
octenol,mushroom,CCCCCCC=CO,128.120115132,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.39847654861756,20.23,3.028500000000001,40.5278
5-methylfurfural,"almond, caramel, burnt sugar",Cc1oc(C=O)cc1,110.036779432,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.16666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.117138712410785,30.21,1.40052,28.832499999999992
phenol,phenol,Oc1ccccc1,94.041864812,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.22563687169298,20.23,1.3921999999999999,28.106799999999993
methylisohexenylketone,"pepper, mushroom, rubber",CC(C)CC=CC(C)=O,126.104465068,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.765764896465306,17.07,2.1776999999999997,39.276
octadienone,"geranium, metal",CCC=CC=CC(C)=O,124.088815004,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.076161864281055,17.07,2.0978000000000003,39.252
sabinene,"pepper, turpentine, wood",CC(C)C12CCC(=C)C1C2,136.125200512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,63.322464718156304,0.0,2.9987000000000013,43.75200000000002
"1,5-octadien-3-ol","earth, herb",CCC=CCC(O)C=C,126.104465068,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,56.7088735164333,20.23,1.8896,40.2518
"1,5-octadienone","earth, must",0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2,3-dehydro-1,8-cineole","mint, lemon",CC12CCC(C=C1)C(C)(C)O2,152.120115132,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8,3.0,0.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,68.43600994766318,9.23,2.520100000000001,45.43300000000002
pentylfuran,"green bean, butter",CCCCCc1occc1,138.104465068,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.5555555555555556,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62.05044295555684,13.14,3.0123000000000015,41.93700000000002
ethylmethylpyrazine,"fruit, sweet",CCc1nccnc1C,122.08439831999999,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.42857142857142855,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.96552542457981,25.78,1.34742,36.147
trimethylthiazole,earth,Cc1sc(C)c(C)n1,127.045570288,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.386240714044796,12.89,2.06836,36.325
2-formylthiophene,sulfur,O=Cc1sccc1,111.998285748,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.59823060434883,17.07,1.5606,29.7065
octanal,"fat, soap, lemon, green",CCCCCCCC=O,128.120115132,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.45536792864957,17.07,2.5458000000000007,39.440000000000005
octanone,"soap, gasoline",CCCCCCC(C)=O,128.120115132,1.0,0.0,5.0,0.0,1.0,1.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.45536792864957,17.07,2.5458000000000007,39.440000000000005
methyldithiolane,sulfur,CC1CCSS1,120.006742256,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,46.474428354570286,0.0,2.16,34.128
"2,4-heptadienal",fried,CCC=CC=CC=O,110.07316494,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71121974988444,17.07,1.7077,34.63499999999999
trimethyl-pyrazine,"roast, potato, must",Cc1cnc(C)c(C)n1,122.08439831999999,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.42857142857142855,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9655254245798,25.78,1.4018599999999999,36.243
ethylhexanoate,"apple peel, fruit",CCCCCC(=O)OCC,144.115029752,2.0,0.0,5.0,0.0,2.0,2.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.568913158156434,26.3,2.1298000000000004,40.775000000000006
2-methylanisole,"warm, flower, walnut",COc1ccccc1C,122.07316494,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.274832577797056,9.23,2.0036199999999997,37.73100000000001
beta-pinene,"pine, resin, turpentine",CC1(C)C2CCC(=C)C1C2,136.125200512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,63.322464718156304,0.0,2.9987000000000013,43.75200000000002
